id,ride_id,customer_id,driver_id,pickup_area,dropoff_area,ride_start_time,ride_end_time,ride_duration_minutes,distance_km,fare_bdt,driver_rating,customer_rating,ride_status,cancellation_reason,payment_method
165,R_200165,C_4001,D_3189,Savar,Farmgate,2024-02-07 22:26:00,2024-02-07 22:40:00,14,6.09,193.74,3.8,4.7,Completed,,Pathao Pay
166,R_200166,C_2038,D_3224,Farmgate,Bashundhara R/A,2024-06-23 22:20:00,2024-06-23 23:26:00,66,23.63,460.45,3.8,3,Completed,,Nagad
167,R_200167,C_3175,D_3018,Farmgate,Cantonment,2024-01-09 02:32:00,2024-01-09 02:59:00,27,5.64,131.02,3.4,4.1,Completed,,Card
168,R_200168,C_3626,D_3081,Motijheel,Mohakhali,2024-05-10 05:44:00,2024-05-10 06:17:00,33,8.61,262.15,5,4.3,Completed,,bKash
169,R_200169,C_3554,D_3387,Farmgate,Bashundhara R/A,2024-12-03 03:59:00,2024-12-03 04:25:00,26,5.26,180.94,3.7,5,Canceled,Incorrect pickup location,Cash
170,R_200170,C_2942,D_3217,Savar,Cantonment,2024-01-12 05:29:00,2024-01-12 05:39:00,10,4.3,138.32,4.1,4.3,Completed,,Card
171,R_200171,C_2065,D_3213,Old Dhaka,Uttara,2024-01-02 11:00:00,2024-01-02 11:43:00,43,9.63,237.82,3.8,4.8,Completed,,Pathao Pay
172,R_200172,C_2322,D_3513,Rampura,Motijheel,2024-12-04 20:32:00,2024-12-04 20:46:00,14,3.81,142.84,3.8,4.5,Completed,,Card
173,R_200173,C_3846,D_3503,Dhanmondi,Motijheel,2024-03-23 11:32:00,2024-03-23 12:25:00,53,10.77,309.77,4.4,3.2,Completed,,Pathao Pay
174,R_200174,C_3596,D_3325,Motijheel,Mirpur,2024-11-15 23:40:00,2024-11-16 00:31:00,51,19.66,399.74,3.9,4.1,Completed,,Cash
175,R_200175,C_2108,D_3092,Motijheel,Farmgate,2024-11-14 04:21:00,2024-11-14 05:07:00,46,19.01,373.27,4.6,4.4,Completed,,Pathao Pay
176,R_200176,C_4343,D_3534,Uttara,Khilgaon,2024-06-20 18:51:00,2024-06-20 19:34:00,43,10.86,237.84,3.6,3.6,Completed,,Card
177,R_200177,C_3031,D_3253,Rampura,Khilgaon,2024-04-22 04:20:00,2024-04-22 05:23:00,63,13.16,323.97,3.7,4.2,Completed,,Card
178,R_200178,C_3804,D_3343,Mohakhali,Cantonment,2024-02-02 04:51:00,2024-02-02 05:37:00,46,15.77,445.02,3.4,3.8,Completed,,bKash
179,R_200179,C_4359,D_3249,Motijheel,Mohakhali,2024-08-10 11:36:00,2024-08-10 12:06:00,30,10.2,284.02,4.1,4.9,Completed,,Pathao Pay
180,R_200180,C_3796,D_3299,Cantonment,Rampura,2024-11-26 10:16:00,2024-11-26 10:38:00,22,7.72,194.55,4.4,4.6,Completed,,Nagad
181,R_200181,C_3963,D_3597,Mohakhali,Farmgate,2024-04-16 01:33:00,2024-04-16 01:42:00,9,3.54,116.9,4.1,4.3,Completed,,Pathao Pay
182,R_200182,C_3455,D_3171,Khilgaon,Old Dhaka,2024-12-09 05:18:00,2024-12-09 06:14:00,56,24.7,578.81,3.2,3.2,Completed,,Nagad
183,R_200183,C_4286,D_3595,Rampura,Old Dhaka,2024-09-09 09:36:00,2024-09-09 10:40:00,64,24.87,653.33,3.7,3,Completed,,bKash
184,R_200184,C_2352,D_3119,Cantonment,Rampura,2024-10-20 12:40:00,2024-10-20 13:43:00,63,24.68,625.54,3.2,4.4,Completed,,Cash
185,R_200185,C_3230,D_3046,Baridhara,Rampura,2024-11-03 23:05:00,2024-11-03 23:23:00,18,6.53,170.1,3.5,3.3,Completed,,Nagad
186,R_200186,C_3747,D_3474,Dhanmondi,Baridhara,2024-06-07 03:48:00,2024-06-07 04:48:00,60,17.21,499.73,3.9,3.9,Completed,,Pathao Pay
187,R_200187,C_2843,D_3286,Baridhara,Rampura,2024-11-29 05:53:00,2024-11-29 07:06:00,73,16.82,397.71,3.5,4.7,Completed,,Card
188,R_200188,C_4446,D_3398,Old Dhaka,Mohakhali,2024-03-06 20:37:00,2024-03-06 21:40:00,63,21.84,640.5,3.6,4.2,Completed,,Pathao Pay
189,R_200189,C_3283,D_3121,Dhanmondi,Banani,2024-11-02 18:36:00,2024-11-02 18:59:00,23,7.31,191.03,3.8,3.4,Completed,,Pathao Pay
190,R_200190,C_4273,D_3171,Bashundhara R/A,Banani,2024-10-21 18:39:00,2024-10-21 19:41:00,62,21.53,650.19,4,3.4,Completed,,Nagad
191,R_200191,C_4071,D_3669,Bashundhara R/A,Mohakhali,2024-01-16 08:33:00,2024-01-16 09:34:00,61,19.03,382.04,4.5,3.6,Completed,,Nagad
192,R_200192,C_3183,D_3173,Baridhara,Bashundhara R/A,2024-03-17 00:10:00,2024-03-17 01:18:00,68,22.33,454.56,4.6,4.6,Completed,,Cash
193,R_200193,C_3808,D_3560,Dhanmondi,Mohakhali,2024-11-09 00:06:00,2024-11-09 00:42:00,36,9.37,310.02,3.7,4.6,Completed,,Cash
194,R_200194,C_2971,D_3215,Baridhara,Rampura,2024-03-05 01:37:00,2024-03-05 02:36:00,59,13.26,284.97,3.4,3.1,Completed,,Card
195,R_200195,C_4445,D_3552,Uttara,Motijheel,2024-01-06 14:41:00,2024-01-06 15:20:00,39,17.05,450.15,4.6,3.3,Completed,,bKash
196,R_200196,C_2243,D_3284,Cantonment,Khilgaon,2024-10-28 01:04:00,2024-10-28 01:40:00,36,7.9,197.69,4.7,3.8,Completed,,Card
197,R_200197,C_3697,D_3385,Bashundhara R/A,Mirpur,2024-02-11 21:34:00,2024-02-11 22:14:00,40,14.7,448.45,4,4.2,Completed,,Cash
198,R_200198,C_3878,D_3651,Khilgaon,Rampura,2024-07-01 21:09:00,2024-07-01 22:04:00,55,13.13,328.27,3.5,4.7,Completed,,Nagad
199,R_200199,C_2535,D_3580,Cantonment,Bashundhara R/A,2024-07-09 02:11:00,2024-07-09 02:21:00,10,2.07,85.92,3.2,4.7,Completed,,Cash
200,R_200200,C_3753,D_3208,Rampura,Savar,2024-10-25 03:40:00,2024-10-25 04:20:00,40,8.21,204.94,4.3,4.3,Completed,,Card
201,R_200201,C_2960,D_3440,Khilgaon,Mirpur,2024-01-06 20:59:00,2024-01-06 22:05:00,66,13.27,363.79,3.9,3,Completed,,Cash
202,R_200202,C_3730,D_3136,Bashundhara R/A,Mirpur,2024-09-05 11:54:00,2024-09-05 12:12:00,18,3.74,109.8,3.8,4.6,Completed,,Pathao Pay
203,R_200203,C_2281,D_3544,Old Dhaka,Gulshan,2024-02-23 03:49:00,2024-02-23 04:38:00,49,18.38,492.4,3.8,4.4,Completed,,Cash
204,R_200204,C_2412,D_3144,Baridhara,Mirpur,2024-03-05 00:35:00,2024-03-05 01:34:00,59,15.63,333.11,3.2,4.1,Completed,,Nagad
205,R_200205,C_3168,D_3028,Cantonment,Khilgaon,2024-07-30 17:26:00,2024-07-30 18:36:00,70,16.17,400,4.6,4.6,Completed,,bKash
206,R_200206,C_2462,D_3247,Bashundhara R/A,Khilgaon,2024-03-02 21:26:00,2024-03-02 21:32:00,6,2.68,100.91,4.7,4.1,Completed,,Pathao Pay
207,R_200207,C_3930,D_3075,Gulshan,Old Dhaka,2024-11-27 23:43:00,2024-11-27 23:53:00,10,4.29,154.02,3.6,4.4,Completed,,bKash
208,R_200208,C_3648,D_3085,Khilgaon,Farmgate,2024-03-31 04:50:00,2024-03-31 05:05:00,15,3.96,119.64,4.6,4.1,Completed,,Cash
209,R_200209,C_3271,D_3448,Rampura,Cantonment,2024-08-31 22:44:00,2024-08-31 23:44:00,60,12.68,342.51,4.3,4.3,Completed,,Cash
210,R_200210,C_2563,D_3012,Uttara,Bashundhara R/A,2024-07-07 07:26:00,2024-07-07 08:04:00,38,8.55,202.55,3.5,4.8,Completed,,Cash
211,R_200211,C_3373,D_3440,Banani,Farmgate,2024-11-29 15:14:00,2024-11-29 15:28:00,14,4.4,127.28,4.7,3.3,Completed,,Cash
212,R_200212,C_4351,D_3691,Rampura,Mirpur,2024-09-06 00:27:00,2024-09-06 00:37:00,10,4.12,95.69,3.7,4.8,Completed,,Cash
213,R_200213,C_4265,D_3672,Mohakhali,Dhanmondi,2024-07-20 16:33:00,2024-07-20 17:18:00,45,11.4,243.31,4,4.8,Completed,,Nagad
214,R_200214,C_2189,D_3411,Mirpur,Savar,2024-05-07 14:10:00,2024-05-07 14:54:00,44,11.81,311.12,3.4,4.1,Completed,,Nagad
215,R_200215,C_2994,D_3476,Motijheel,Old Dhaka,2024-04-23 17:13:00,2024-04-23 18:27:00,74,28.51,617.17,3.8,3.5,Completed,,Cash
216,R_200216,C_3373,D_3002,Baridhara,Khilgaon,2024-06-22 00:13:00,2024-06-22 00:31:00,18,4.24,154.74,4.9,4.9,Completed,,Card
217,R_200217,C_2382,D_3045,Savar,Dhanmondi,2024-04-09 10:15:00,2024-04-09 11:07:00,52,15.8,457.82,4,4.3,Completed,,Nagad
218,R_200218,C_4326,D_3064,Mohakhali,Khilgaon,2024-10-26 16:41:00,2024-10-26 17:26:00,45,19.35,476.18,3.7,3.9,Completed,,Pathao Pay
219,R_200219,C_2558,D_3599,Mirpur,Uttara,2024-11-07 18:31:00,2024-11-07 19:16:00,45,13.04,357.87,3.4,3.6,Completed,,Cash
220,R_200220,C_2371,D_3162,Baridhara,Khilgaon,2024-07-29 01:15:00,2024-07-29 01:25:00,10,2.38,90.27,4.4,4.9,Completed,,Cash
221,R_200221,C_3225,D_3267,Cantonment,Uttara,2024-12-16 11:05:00,2024-12-16 12:20:00,75,18.56,473.06,3.3,3,Completed,,Pathao Pay
222,R_200222,C_2536,D_3203,Cantonment,Mohakhali,2024-06-24 02:19:00,2024-06-24 02:34:00,15,5.06,143.05,3,3.1,Canceled,Long waiting time,Pathao Pay
223,R_200223,C_2377,D_3340,Mirpur,Gulshan,2024-05-09 22:49:00,2024-05-09 23:49:00,60,24.11,568.85,4.4,3.3,Completed,,Pathao Pay
224,R_200224,C_3127,D_3287,Bashundhara R/A,Savar,2024-10-16 22:20:00,2024-10-16 22:56:00,36,12.77,343.97,4,3.2,Completed,,bKash
225,R_200225,C_2817,D_3659,Savar,Baridhara,2024-04-06 16:19:00,2024-04-06 17:33:00,74,29.2,907.93,3.7,4.1,Completed,,Nagad
226,R_200226,C_4058,D_3330,Mohakhali,Banani,2024-09-30 23:39:00,2024-10-01 00:12:00,33,6.2,197.53,4.6,3.9,Completed,,Nagad
227,R_200227,C_2954,D_3164,Mirpur,Dhanmondi,2024-01-30 16:42:00,2024-01-30 16:54:00,12,4.64,167.81,5,3.8,Canceled,Customer changed mind,Pathao Pay
228,R_200228,C_2969,D_3607,Motijheel,Baridhara,2024-01-09 12:01:00,2024-01-09 12:09:00,8,2.96,97.12,3.3,4.9,Completed,,bKash
229,R_200229,C_4221,D_3317,Uttara,Bashundhara R/A,2024-12-12 21:56:00,2024-12-12 22:29:00,33,6.12,171.9,4.2,4.6,Completed,,Pathao Pay
230,R_200230,C_3326,D_3061,Gulshan,Uttara,2024-03-06 01:01:00,2024-03-06 01:20:00,19,7.76,259.04,3.7,4.9,Completed,,Cash
231,R_200231,C_3379,D_3310,Motijheel,Uttara,2024-10-12 00:32:00,2024-10-12 01:39:00,67,23.8,517.53,4.4,4.9,Completed,,Pathao Pay
232,R_200232,C_4413,D_3180,Mohakhali,Banani,2024-01-14 14:51:00,2024-01-14 14:56:00,5,2.18,91.89,5,4.9,Completed,,Nagad
233,R_200233,C_3304,D_3627,Dhanmondi,Khilgaon,2024-03-17 20:00:00,2024-03-17 20:23:00,23,6.2,144.33,3.6,4.3,Canceled,Traffic,bKash
234,R_200234,C_2047,D_3272,Dhanmondi,Rampura,2024-11-27 12:43:00,2024-11-27 13:01:00,18,6.74,153.98,3.8,3.3,Completed,,bKash
235,R_200235,C_3439,D_3560,Mohakhali,Mirpur,2024-04-30 05:18:00,2024-04-30 05:51:00,33,7.39,176.47,3.6,3.6,Canceled,Driver no-show,Card
236,R_200236,C_2697,D_3385,Uttara,Rampura,2024-11-23 06:02:00,2024-11-23 06:50:00,48,16.34,444.1,3.1,4.9,Completed,,bKash
237,R_200237,C_2644,D_3055,Mirpur,Motijheel,2024-09-17 17:33:00,2024-09-17 18:48:00,75,28.12,777.79,3.6,3.5,Completed,,Nagad
238,R_200238,C_4252,D_3503,Uttara,Gulshan,2024-06-30 23:32:00,2024-07-01 00:14:00,42,16.9,460.58,3.2,3.4,Completed,,Cash
239,R_200239,C_3940,D_3119,Banani,Baridhara,2024-06-11 08:28:00,2024-06-11 09:06:00,38,7.78,214.54,4.8,3.7,Completed,,Card
240,R_200240,C_3802,D_3477,Banani,Dhanmondi,2024-08-16 05:56:00,2024-08-16 06:13:00,17,3.45,107.16,4.9,4.2,Completed,,bKash
241,R_200241,C_4141,D_3429,Farmgate,Khilgaon,2024-05-02 05:03:00,2024-05-02 06:08:00,65,16.94,422.25,3.1,4.1,Completed,,Nagad
242,R_200242,C_2604,D_3124,Baridhara,Bashundhara R/A,2024-10-04 18:46:00,2024-10-04 19:15:00,29,6.21,183.1,3.9,5,Completed,,Nagad
243,R_200243,C_3057,D_3328,Savar,Rampura,2024-11-27 21:35:00,2024-11-27 22:30:00,55,18.1,542.25,4.8,3,Completed,,Nagad
244,R_200244,C_4141,D_3430,Mirpur,Mohakhali,2024-10-16 19:23:00,2024-10-16 19:40:00,17,7.31,202.96,3.6,4.1,Completed,,bKash
245,R_200245,C_3082,D_3393,Khilgaon,Bashundhara R/A,2024-03-14 04:29:00,2024-03-14 04:56:00,27,6.87,167.69,4.4,3.1,Canceled,Traffic,Pathao Pay
246,R_200246,C_2202,D_3487,Savar,Banani,2024-06-24 23:38:00,2024-06-25 00:21:00,43,11.35,356.26,4.4,4.9,Completed,,Card
247,R_200247,C_3815,D_3329,Banani,Rampura,2024-06-01 04:18:00,2024-06-01 04:47:00,29,8.68,279.53,4,4,Completed,,Cash
248,R_200248,C_4111,D_3163,Mirpur,Banani,2024-01-03 07:34:00,2024-01-03 08:46:00,72,30.05,575.19,4.7,4.7,Completed,,bKash
249,R_200249,C_2208,D_3370,Rampura,Dhanmondi,2024-08-13 12:07:00,2024-08-13 13:16:00,69,19.82,609.93,3.5,4,Completed,,bKash
250,R_200250,C_4404,D_3565,Motijheel,Uttara,2024-08-21 00:06:00,2024-08-21 00:22:00,16,4.11,116.3,4.1,4.9,Completed,,Pathao Pay
251,R_200251,C_2847,D_3276,Khilgaon,Mohakhali,2024-04-13 23:04:00,2024-04-13 23:10:00,6,1.85,59.7,4.6,3.4,Completed,,Card
252,R_200252,C_3128,D_3434,Savar,Mohakhali,2024-07-06 09:43:00,2024-07-06 10:47:00,64,16.74,438.38,4.2,3,Canceled,Traffic,Nagad
253,R_200253,C_4433,D_3624,Banani,Khilgaon,2024-11-06 08:55:00,2024-11-06 09:35:00,40,14.12,425.35,4.4,4.8,Completed,,Pathao Pay
254,R_200254,C_4119,D_3247,Savar,Gulshan,2024-02-28 11:17:00,2024-02-28 11:39:00,22,8.24,253.08,3.5,3.8,Completed,,Cash
255,R_200255,C_4389,D_3586,Cantonment,Dhanmondi,2024-07-09 00:14:00,2024-07-09 01:27:00,73,25.72,648.6,3.7,3.6,Completed,,Nagad
256,R_200256,C_2742,D_3301,Mirpur,Bashundhara R/A,2024-10-27 00:43:00,2024-10-27 01:11:00,28,12.2,384.39,3.4,3.4,Completed,,bKash
257,R_200257,C_3358,D_3381,Banani,Old Dhaka,2024-08-03 09:05:00,2024-08-03 10:10:00,65,12.64,355.35,4.2,3.9,Completed,,Cash
258,R_200258,C_3564,D_3543,Banani,Mohakhali,2024-12-04 19:51:00,2024-12-04 20:39:00,48,13.94,384.3,3.9,3.6,Completed,,Cash
259,R_200259,C_3998,D_3341,Khilgaon,Uttara,2024-07-24 03:56:00,2024-07-24 04:58:00,62,15.74,450.47,4.5,4,Completed,,Cash
260,R_200260,C_2531,D_3630,Mohakhali,Khilgaon,2024-05-26 11:32:00,2024-05-26 12:26:00,54,9.79,273.54,4.9,4.8,Completed,,Nagad
261,R_200261,C_2781,D_3019,Khilgaon,Gulshan,2024-02-15 00:44:00,2024-02-15 01:33:00,49,12.95,279.13,3.6,3.1,Completed,,Card
262,R_200262,C_3868,D_3533,Old Dhaka,Farmgate,2024-07-12 10:03:00,2024-07-12 10:25:00,22,6,200.08,3.4,4.9,Canceled,Long waiting time,Cash
263,R_200263,C_2936,D_3230,Rampura,Uttara,2024-09-14 00:58:00,2024-09-14 02:07:00,69,15.57,381.76,3.1,4.8,Completed,,Nagad
264,R_200264,C_2200,D_3609,Gulshan,Khilgaon,2024-11-06 03:06:00,2024-11-06 03:17:00,11,4.03,120.3,4.1,3.9,Completed,,Cash
265,R_200265,C_3234,D_3431,Khilgaon,Mirpur,2024-01-27 07:42:00,2024-01-27 08:04:00,22,6.45,215.89,4.2,3.6,Completed,,bKash
266,R_200266,C_2814,D_3624,Dhanmondi,Baridhara,2024-08-19 07:47:00,2024-08-19 08:44:00,57,14.81,303.51,3.4,4.9,Completed,,Cash
267,R_200267,C_2053,D_3688,Mirpur,Savar,2024-11-05 05:17:00,2024-11-05 05:41:00,24,10.47,307.9,4.4,4.8,Completed,,bKash
268,R_200268,C_3213,D_3271,Bashundhara R/A,Gulshan,2024-11-10 18:04:00,2024-11-10 18:46:00,42,11.64,332.57,3.2,4.7,Canceled,Driver no-show,Pathao Pay
269,R_200269,C_2699,D_3337,Motijheel,Savar,2024-05-21 04:42:00,2024-05-21 04:58:00,16,4.49,121.56,3.8,3.9,Completed,,bKash
270,R_200270,C_3728,D_3665,Savar,Baridhara,2024-10-07 20:51:00,2024-10-07 21:03:00,12,5.34,172.3,4.8,4,Completed,,bKash
271,R_200271,C_2743,D_3626,Mohakhali,Baridhara,2024-07-01 04:58:00,2024-07-01 05:19:00,21,6.52,193.3,3.9,3.1,Completed,,Cash
272,R_200272,C_4150,D_3591,Rampura,Old Dhaka,2024-09-08 02:04:00,2024-09-08 03:15:00,71,22.81,624.25,4.3,3.5,Completed,,bKash
273,R_200273,C_2609,D_3572,Savar,Old Dhaka,2024-12-04 23:18:00,2024-12-04 23:43:00,25,7.91,216.84,3.3,4.5,Completed,,Card
274,R_200274,C_3140,D_3052,Farmgate,Dhanmondi,2024-03-25 03:35:00,2024-03-25 04:10:00,35,7.04,195.71,3.2,4,Completed,,bKash
275,R_200275,C_2073,D_3106,Mohakhali,Gulshan,2024-03-21 06:59:00,2024-03-21 07:15:00,16,6.3,218.97,4.8,4.1,Completed,,bKash
276,R_200276,C_3397,D_3373,Cantonment,Gulshan,2024-09-08 09:38:00,2024-09-08 10:43:00,65,24.28,571.94,3.2,4.3,Completed,,Card
277,R_200277,C_3196,D_3561,Farmgate,Motijheel,2024-01-07 20:57:00,2024-01-07 21:23:00,26,8.14,261.65,3.8,3.5,Completed,,Cash
278,R_200278,C_3610,D_3221,Bashundhara R/A,Cantonment,2024-09-25 01:38:00,2024-09-25 02:36:00,58,11.17,319.38,3.2,4.8,Completed,,Nagad
279,R_200279,C_4066,D_3138,Bashundhara R/A,Gulshan,2024-04-04 00:56:00,2024-04-04 01:56:00,60,24.39,610.53,4.8,3.4,Completed,,Pathao Pay
280,R_200280,C_2425,D_3397,Khilgaon,Old Dhaka,2024-02-25 13:27:00,2024-02-25 14:21:00,54,15.82,434.22,3.5,3.8,Completed,,Card
281,R_200281,C_3855,D_3137,Uttara,Mohakhali,2024-02-27 01:03:00,2024-02-27 02:13:00,70,18.25,519.34,4.4,4.9,Completed,,Pathao Pay
282,R_200282,C_2859,D_3640,Rampura,Banani,2024-01-15 12:01:00,2024-01-15 12:22:00,21,9.34,280.15,4,4.4,Completed,,Cash
283,R_200283,C_3443,D_3576,Bashundhara R/A,Old Dhaka,2024-03-14 02:14:00,2024-03-14 03:27:00,73,18.78,565.15,4,3.1,Completed,,Cash
284,R_200284,C_2819,D_3274,Baridhara,Uttara,2024-08-07 02:43:00,2024-08-07 02:55:00,12,4.4,129.86,3.1,4.6,Completed,,Nagad
285,R_200285,C_2919,D_3663,Farmgate,Mohakhali,2024-09-01 07:09:00,2024-09-01 07:50:00,41,15.05,307.02,3.8,4.6,Completed,,Nagad
286,R_200286,C_2221,D_3014,Rampura,Banani,2024-09-19 04:04:00,2024-09-19 05:05:00,61,24.65,747.41,4.3,4.5,Completed,,Nagad
287,R_200287,C_2805,D_3199,Banani,Bashundhara R/A,2024-10-02 02:55:00,2024-10-02 03:22:00,27,10.22,219.41,3.6,3.5,Completed,,Card
288,R_200288,C_2024,D_3339,Bashundhara R/A,Rampura,2024-10-13 22:50:00,2024-10-13 23:36:00,46,15.69,460.59,4.7,3.6,Completed,,Nagad
289,R_200289,C_3467,D_3075,Baridhara,Rampura,2024-07-22 07:45:00,2024-07-22 08:56:00,71,14.09,367.35,4.1,3.2,Completed,,Pathao Pay
290,R_200290,C_3360,D_3340,Motijheel,Banani,2024-09-11 04:26:00,2024-09-11 04:32:00,6,1.27,52.94,4.3,4.8,Completed,,Cash
291,R_200291,C_3315,D_3391,Savar,Baridhara,2024-11-03 11:43:00,2024-11-03 12:24:00,41,7.65,220.56,4,4,Completed,,Card
292,R_200292,C_2789,D_3329,Farmgate,Mirpur,2024-11-12 18:10:00,2024-11-12 19:23:00,73,13.28,282.88,4.5,4.7,Completed,,Cash
293,R_200293,C_2843,D_3551,Cantonment,Rampura,2024-05-23 03:07:00,2024-05-23 03:31:00,24,4.47,139.67,3.1,3.4,Completed,,Cash
294,R_200294,C_4356,D_3234,Savar,Banani,2024-06-06 11:31:00,2024-06-06 12:27:00,56,16.63,336.18,4.1,4.3,Completed,,Nagad
295,R_200295,C_2187,D_3075,Motijheel,Savar,2024-04-18 20:41:00,2024-04-18 21:24:00,43,14.78,354.5,3.8,4.6,Completed,,Pathao Pay
296,R_200296,C_4186,D_3226,Uttara,Rampura,2024-06-14 06:41:00,2024-06-14 07:04:00,23,5.99,210.88,4.7,4.3,Canceled,Driver no-show,Nagad
297,R_200297,C_4274,D_3145,Mirpur,Gulshan,2024-12-29 05:21:00,2024-12-29 06:34:00,73,23.93,479.39,4.5,4.5,Completed,,Nagad
298,R_200298,C_2584,D_3165,Uttara,Dhanmondi,2024-02-20 15:47:00,2024-02-20 16:15:00,28,10.11,271.89,4.5,5,Completed,,Nagad
299,R_200299,C_2300,D_3298,Khilgaon,Mirpur,2024-08-25 20:47:00,2024-08-25 21:54:00,67,29.27,685.73,3.5,3.6,Completed,,Pathao Pay
300,R_200300,C_3302,D_3498,Bashundhara R/A,Motijheel,2024-02-20 02:40:00,2024-02-20 03:04:00,24,7.98,204.87,3.9,3,Completed,,Pathao Pay
301,R_200301,C_3787,D_3284,Cantonment,Motijheel,2024-10-24 02:13:00,2024-10-24 03:19:00,66,20.13,475.11,4.1,3.4,Completed,,Card
302,R_200302,C_2574,D_3552,Dhanmondi,Banani,2024-02-15 21:13:00,2024-02-15 21:20:00,7,2.87,109.67,4.2,4.5,Completed,,Cash
303,R_200303,C_4260,D_3267,Farmgate,Savar,2024-03-30 08:18:00,2024-03-30 08:42:00,24,6.69,173.79,4.5,3.6,Completed,,Nagad
304,R_200304,C_2371,D_3407,Motijheel,Farmgate,2024-12-26 02:44:00,2024-12-26 03:10:00,26,10,220.03,4.1,4.1,Completed,,Pathao Pay
305,R_200305,C_3981,D_3368,Gulshan,Dhanmondi,2024-04-26 16:55:00,2024-04-26 17:47:00,52,12.65,359.55,4.6,3.8,Canceled,Driver no-show,Cash
306,R_200306,C_3328,D_3106,Rampura,Farmgate,2024-02-11 15:06:00,2024-02-11 15:44:00,38,12.78,345.01,3.8,4.2,Canceled,Driver no-show,Nagad
307,R_200307,C_3031,D_3386,Savar,Dhanmondi,2024-04-11 11:37:00,2024-04-11 12:26:00,49,15.26,395.05,4,3.3,Completed,,Cash
308,R_200308,C_4108,D_3659,Banani,Dhanmondi,2024-10-16 18:49:00,2024-10-16 19:09:00,20,7.17,191.34,3.2,4.4,Completed,,Nagad
309,R_200309,C_2661,D_3663,Cantonment,Mohakhali,2024-12-20 16:57:00,2024-12-20 17:22:00,25,5.41,168.48,3.3,3.3,Canceled,Incorrect pickup location,bKash
310,R_200310,C_4455,D_3578,Khilgaon,Gulshan,2024-01-28 14:54:00,2024-01-28 15:56:00,62,21.31,533.76,3.4,3.8,Completed,,Nagad
311,R_200311,C_2745,D_3639,Khilgaon,Farmgate,2024-08-18 18:13:00,2024-08-18 19:01:00,48,20.59,539.39,3.8,3.3,Completed,,Nagad
312,R_200312,C_4066,D_3430,Cantonment,Uttara,2024-02-25 20:48:00,2024-02-25 20:57:00,9,3.75,126.46,3.2,4.3,Canceled,Incorrect pickup location,Cash
313,R_200313,C_3768,D_3535,Mohakhali,Motijheel,2024-12-09 01:26:00,2024-12-09 02:00:00,34,14.73,385.73,3.7,4.6,Canceled,Incorrect pickup location,Cash
314,R_200314,C_3743,D_3138,Banani,Bashundhara R/A,2024-09-03 21:41:00,2024-09-03 22:55:00,74,21.48,469.55,4.6,4.2,Completed,,Cash
315,R_200315,C_3537,D_3671,Dhanmondi,Rampura,2024-07-23 10:36:00,2024-07-23 11:00:00,24,7.08,202.4,4.1,4.1,Completed,,bKash
316,R_200316,C_2835,D_3424,Farmgate,Baridhara,2024-03-21 08:48:00,2024-03-21 09:54:00,66,16.4,382.44,4.4,4.5,Completed,,Cash
317,R_200317,C_2942,D_3458,Baridhara,Rampura,2024-10-10 20:46:00,2024-10-10 21:42:00,56,21.97,638.88,4.4,3.1,Completed,,Cash
318,R_200318,C_2374,D_3149,Bashundhara R/A,Savar,2024-02-28 10:54:00,2024-02-28 11:32:00,38,9.12,193.67,3.8,5,Completed,,Nagad
319,R_200319,C_3174,D_3612,Gulshan,Baridhara,2024-10-03 03:28:00,2024-10-03 03:34:00,6,1.41,72.57,3.6,3.1,Completed,,Nagad
320,R_200320,C_2949,D_3630,Uttara,Khilgaon,2024-12-13 12:44:00,2024-12-13 12:49:00,5,2.22,67.79,3.8,4.3,Completed,,Pathao Pay
321,R_200321,C_4121,D_3016,Rampura,Mirpur,2024-11-15 06:41:00,2024-11-15 07:30:00,49,13.42,397.42,4.9,3.9,Completed,,Cash
322,R_200322,C_3070,D_3180,Mohakhali,Farmgate,2024-11-07 06:55:00,2024-11-07 07:37:00,42,11.42,251.86,3.5,4.1,Completed,,Card
323,R_200323,C_3814,D_3387,Old Dhaka,Bashundhara R/A,2024-08-29 13:10:00,2024-08-29 14:13:00,63,26.59,783.31,3.5,3.8,Completed,,Pathao Pay
324,R_200324,C_2942,D_3324,Mohakhali,Motijheel,2024-04-11 06:59:00,2024-04-11 07:37:00,38,9.39,212.97,4.6,3.2,Canceled,Long waiting time,Card
325,R_200325,C_3449,D_3224,Savar,Old Dhaka,2024-08-16 18:12:00,2024-08-16 18:41:00,29,9.13,220.92,4.7,3.4,Completed,,Pathao Pay
326,R_200326,C_3459,D_3160,Baridhara,Mirpur,2024-10-31 21:16:00,2024-10-31 22:24:00,68,23.51,669.62,3.1,4,Completed,,bKash
327,R_200327,C_4354,D_3282,Bashundhara R/A,Uttara,2024-04-14 15:34:00,2024-04-14 15:55:00,21,4.09,142.41,4.1,4,Completed,,Pathao Pay
328,R_200328,C_3873,D_3124,Rampura,Farmgate,2024-05-10 13:15:00,2024-05-10 13:21:00,6,2.17,70.96,3.7,4.7,Completed,,Card
329,R_200329,C_2972,D_3276,Bashundhara R/A,Old Dhaka,2024-07-09 12:48:00,2024-07-09 13:47:00,59,13.97,396.37,4.7,3.6,Completed,,Pathao Pay
